,font,category,isin_laten,data_type
1078,LifeSavers-Bold,DISPLAY,True,train
1079,LifeSavers-ExtraBold,DISPLAY,True,train
1080,EagleLake-Regular,HANDWRITING,True,train
1081,BlackOpsOne-Regular,DISPLAY,True,train
1082,Lora-Italic[wght],SERIF,True,train
1083,Lora[wght],SERIF,True,train
1084,CaesarDressing-Regular,DISPLAY,True,train
1085,LibreBarcode39-Regular,DISPLAY,True,train
1086,"Saira-Italic[wdth,wght]",SANS_SERIF,True,train
1087,"Saira[wdth,wght]",SANS_SERIF,True,train
1088,Jura[wght],SANS_SERIF,True,train
1089,LondrinaSketch-Regular,DISPLAY,True,train
1090,LexendDeca[wght],SANS_SERIF,True,train
1091,Mohave-Italic[wght],SANS_SERIF,True,train
1092,Mohave[wght],SANS_SERIF,True,train
1093,BigShouldersInlineText[wght],DISPLAY,True,train
1094,SourceSerifPro-Black,SERIF,True,train
1095,SourceSerifPro-BoldItalic,SERIF,True,train
1096,SourceSerifPro-SemiBoldItalic,SERIF,True,train
1097,SourceSerifPro-Italic,SERIF,True,train
1098,SourceSerifPro-SemiBold,SERIF,True,train
1099,SourceSerifPro-ExtraLightItalic,SERIF,True,train
1100,SourceSerifPro-Light,SERIF,True,train
1101,SourceSerifPro-Regular,SERIF,True,train
1102,SourceSerifPro-Bold,SERIF,True,train
1103,SourceSerifPro-ExtraLight,SERIF,True,train
1104,SourceSerifPro-BlackItalic,SERIF,True,train
1105,SourceSerifPro-LightItalic,SERIF,True,train
1106,CabinCondensed-Regular,SANS_SERIF,True,train
1107,CabinCondensed-Medium,SANS_SERIF,True,train
1108,CabinCondensed-Bold,SANS_SERIF,True,train
1109,CabinCondensed-SemiBold,SANS_SERIF,True,train
1110,ReenieBeanie,HANDWRITING,True,train
1111,ArchivoBlack-Regular,SANS_SERIF,True,train
1112,Marmelad-Regular,SANS_SERIF,True,train
1113,PoiretOne-Regular,DISPLAY,True,train
1114,LexendTera[wght],SANS_SERIF,True,train
1115,Kalam-Light,HANDWRITING,True,train
1116,Kalam-Bold,HANDWRITING,True,train
1117,Kalam-Regular,HANDWRITING,True,train
1118,Hanuman-Thin,SERIF,True,train
1119,Hanuman-Black,SERIF,True,train
1120,Hanuman-Light,SERIF,True,train
1121,Hanuman-Bold,SERIF,True,train
1122,Hanuman-Regular,SERIF,True,train
1123,Niramit-LightItalic,SANS_SERIF,True,train
1124,Niramit-Italic,SANS_SERIF,True,train
1125,Niramit-Medium,SANS_SERIF,True,train
1126,Niramit-SemiBold,SANS_SERIF,True,train
1127,Niramit-SemiBoldItalic,SANS_SERIF,True,train
1128,Niramit-ExtraLight,SANS_SERIF,True,train
1129,Niramit-Light,SANS_SERIF,True,train
1130,Niramit-BoldItalic,SANS_SERIF,True,train
1131,Niramit-Bold,SANS_SERIF,True,train
1132,Niramit-Regular,SANS_SERIF,True,train
1133,Niramit-ExtraLightItalic,SANS_SERIF,True,train
1134,Niramit-MediumItalic,SANS_SERIF,True,train
1135,KaiseiTokumin-Bold,SERIF,True,train
1136,KaiseiTokumin-Medium,SERIF,True,train
1137,KaiseiTokumin-ExtraBold,SERIF,True,train
1138,KaiseiTokumin-Regular,SERIF,True,train
1139,"Archivo[wdth,wght]",SANS_SERIF,True,train
1140,"Archivo-Italic[wdth,wght]",SANS_SERIF,True,train
1141,Rajdhani-Bold,SANS_SERIF,True,train
1142,Rajdhani-Medium,SANS_SERIF,True,train
1143,Rajdhani-SemiBold,SANS_SERIF,True,train
1144,Rajdhani-Regular,SANS_SERIF,True,train
1145,Rajdhani-Light,SANS_SERIF,True,train
1146,Strait-Regular,SANS_SERIF,True,train
1147,Kodchasan-MediumItalic,SANS_SERIF,True,train
1148,Kodchasan-Regular,SANS_SERIF,True,train
1149,Kodchasan-Light,SANS_SERIF,True,train
1150,Kodchasan-SemiBoldItalic,SANS_SERIF,True,train
1151,Kodchasan-LightItalic,SANS_SERIF,True,train
1152,Kodchasan-Medium,SANS_SERIF,True,train
1153,Kodchasan-ExtraLight,SANS_SERIF,True,train
1154,Kodchasan-Bold,SANS_SERIF,True,train
1155,Kodchasan-Italic,SANS_SERIF,True,train
1156,Kodchasan-SemiBold,SANS_SERIF,True,train
1157,Kodchasan-ExtraLightItalic,SANS_SERIF,True,train
1158,Kodchasan-BoldItalic,SANS_SERIF,True,train
1159,Paprika-Regular,DISPLAY,True,train
1160,MeieScript-Regular,HANDWRITING,True,train
1161,Uchen-Regular,SERIF,True,train
1162,"Commissioner[slnt,wght]",SANS_SERIF,True,train
1163,IMFELLDoublePica-Italic,SERIF,True,train
1164,IMFELLDoublePica-Regular,SERIF,True,train
1165,DMSerifText-Italic,SERIF,True,train
1166,DMSerifText-Regular,SERIF,True,train
1167,YujiHentaiganaAkebono-Regular,HANDWRITING,True,train
1168,Aleo-Bold,SERIF,True,train
1169,Aleo-LightItalic,SERIF,True,train
1170,Aleo-Italic,SERIF,True,train
1171,Aleo-BoldItalic,SERIF,True,train
1172,Aleo-Light,SERIF,True,train
1173,Aleo-Regular,SERIF,True,train
1174,Revalia-Regular,DISPLAY,True,train
1175,Suranna-Regular,SERIF,True,train
1176,SnowburstOne-Regular,DISPLAY,True,train
1177,SonsieOne-Regular,DISPLAY,True,train
1178,LexendZetta[wght],SANS_SERIF,True,train
1179,Pacifico-Regular,HANDWRITING,True,train
1180,LibreBarcode39Text-Regular,DISPLAY,True,train
1181,Corinthia-Bold,HANDWRITING,True,train
1182,Corinthia-Regular,HANDWRITING,True,train
1183,NotoSansSC[wght],SANS_SERIF,True,train
1184,Brygada1918-Italic[wght],SERIF,True,train
1185,Brygada1918[wght],SERIF,True,train
1186,"EncodeSansSC[wdth,wght]",SANS_SERIF,True,train
1187,LiuJianMaoCao-Regular,HANDWRITING,True,train
1188,EncodeSansSemiExpanded-Medium,SANS_SERIF,True,train
1189,EncodeSansSemiExpanded-Bold,SANS_SERIF,True,train
1190,EncodeSansSemiExpanded-Black,SANS_SERIF,True,train
1191,EncodeSansSemiExpanded-Light,SANS_SERIF,True,train
1192,EncodeSansSemiExpanded-SemiBold,SANS_SERIF,True,train
1193,EncodeSansSemiExpanded-ExtraBold,SANS_SERIF,True,train
1194,EncodeSansSemiExpanded-Regular,SANS_SERIF,True,train
1195,EncodeSansSemiExpanded-ExtraLight,SANS_SERIF,True,train
1196,EncodeSansSemiExpanded-Thin,SANS_SERIF,True,train
1197,"ReadexPro[HEXP,wght]",SANS_SERIF,True,train
1198,Langar-Regular,DISPLAY,True,train
1199,GothicA1-ExtraLight,SANS_SERIF,True,train
1200,GothicA1-SemiBold,SANS_SERIF,True,train
1201,GothicA1-Thin,SANS_SERIF,True,train
1202,GothicA1-ExtraBold,SANS_SERIF,True,train
1203,GothicA1-Light,SANS_SERIF,True,train
1204,GothicA1-Black,SANS_SERIF,True,train
1205,GothicA1-Regular,SANS_SERIF,True,train
1206,GothicA1-Medium,SANS_SERIF,True,train
1207,GothicA1-Bold,SANS_SERIF,True,train
1208,BigShouldersText[wght],DISPLAY,True,train
1209,Convergence-Regular,SANS_SERIF,True,train
1210,DelaGothicOne-Regular,DISPLAY,True,train
1211,Barlow-LightItalic,SANS_SERIF,True,train
1212,Barlow-Bold,SANS_SERIF,True,train
1213,Barlow-Italic,SANS_SERIF,True,train
1214,Barlow-ExtraBoldItalic,SANS_SERIF,True,train
1215,Barlow-ExtraLight,SANS_SERIF,True,train
1216,Barlow-MediumItalic,SANS_SERIF,True,train
1217,Barlow-BoldItalic,SANS_SERIF,True,train
1218,Barlow-BlackItalic,SANS_SERIF,True,train
1219,Barlow-Light,SANS_SERIF,True,train
1220,Barlow-SemiBoldItalic,SANS_SERIF,True,train
1221,Barlow-ExtraBold,SANS_SERIF,True,train
1222,Barlow-Regular,SANS_SERIF,True,train
1223,Barlow-SemiBold,SANS_SERIF,True,train
1224,Barlow-Medium,SANS_SERIF,True,train
1225,Barlow-ExtraLightItalic,SANS_SERIF,True,train
1226,Barlow-Black,SANS_SERIF,True,train
1227,Barlow-ThinItalic,SANS_SERIF,True,train
1228,Barlow-Thin,SANS_SERIF,True,train
1229,LoveYaLikeASister,DISPLAY,True,train
1230,MrDafoe-Regular,HANDWRITING,True,train
1231,Engagement-Regular,HANDWRITING,True,train
1232,MuktaMalar-ExtraBold,SANS_SERIF,True,train
1233,MuktaMalar-ExtraLight,SANS_SERIF,True,train
1234,MuktaMalar-Regular,SANS_SERIF,True,train
1235,MuktaMalar-Light,SANS_SERIF,True,train
1236,MuktaMalar-Bold,SANS_SERIF,True,train
1237,MuktaMalar-SemiBold,SANS_SERIF,True,train
1238,MuktaMalar-Medium,SANS_SERIF,True,train
1239,Astloch-Bold,DISPLAY,True,train
1240,Astloch-Regular,DISPLAY,True,train
1241,Cambay-Italic,SANS_SERIF,True,train
1242,Cambay-Bold,SANS_SERIF,True,train
1243,Cambay-Regular,SANS_SERIF,True,train
1244,Cambay-BoldItalic,SANS_SERIF,True,train
1245,Urbanist-Italic[wght],SANS_SERIF,True,train
1246,Urbanist[wght],SANS_SERIF,True,train
1247,Anaheim-Regular,SANS_SERIF,True,train
1248,Thabit-Oblique,SERIF,True,train
1249,Thabit,SERIF,True,train
1250,Thabit-Bold,SERIF,True,train
1251,Thabit-BoldOblique,SERIF,True,train
1252,Fenix-Regular,SERIF,True,train
1253,Yesteryear-Regular,HANDWRITING,True,train
1254,ZenLoop-Regular,DISPLAY,True,train
1255,ZenLoop-Italic,DISPLAY,True,train
1256,Chicle-Regular,DISPLAY,True,train
1257,Coiny-Regular,DISPLAY,True,train
1258,Shizuru-Regular,DISPLAY,True,train
1259,Lato-ExtraBold,SANS_SERIF,True,train
1260,Lato-SemiBold,SANS_SERIF,True,train
1261,Lato-ExtraBoldItalic,SANS_SERIF,True,train
1262,Lato-ExtraLight,SANS_SERIF,True,train
1263,Lato-LightItalic,SANS_SERIF,True,train
1264,Lato-ExtraLightItalic,SANS_SERIF,True,train
1265,Lato-Italic,SANS_SERIF,True,train
1266,Lato-BoldItalic,SANS_SERIF,True,train
1267,Lato-Medium,SANS_SERIF,True,train
1268,Lato-Black,SANS_SERIF,True,train
1269,Lato-Bold,SANS_SERIF,True,train
1270,Lato-Light,SANS_SERIF,True,train
1271,Lato-ThinItalic,SANS_SERIF,True,train
1272,Lato-SemiBoldItalic,SANS_SERIF,True,train
1273,Lato-Thin,SANS_SERIF,True,train
1274,Lato-BlackItalic,SANS_SERIF,True,train
1275,Lato-Regular,SANS_SERIF,True,train
1276,Lato-MediumItalic,SANS_SERIF,True,train
1277,Salsa-Regular,DISPLAY,True,train
1278,GreatVibes-Regular,HANDWRITING,True,train
1279,PatuaOne-Regular,DISPLAY,True,train
1280,MrsSaintDelafield-Regular,HANDWRITING,True,train
1281,Ruluko-Regular,SANS_SERIF,True,train
1282,Mandali-Regular,SANS_SERIF,True,train
1283,Antonio[wght],SANS_SERIF,True,train
1284,Andika-BoldItalic,SANS_SERIF,True,train
1285,Andika-Italic,SANS_SERIF,True,train
1286,Andika-Bold,SANS_SERIF,True,train
1287,Andika-Regular,SANS_SERIF,True,train
1288,EuphoriaScript-Regular,HANDWRITING,True,train
1289,SreeKrushnadevaraya-Regular,SERIF,True,train
1290,Angkor-Regular,DISPLAY,True,train
1291,RugeBoogie-Regular,HANDWRITING,True,train
1292,FascinateInline-Regular,DISPLAY,True,train
1293,Exo-Italic[wght],SANS_SERIF,True,train
1294,Exo[wght],SANS_SERIF,True,train
1295,Quicksand[wght],SANS_SERIF,True,train
1296,MrDeHaviland-Regular,HANDWRITING,True,train
1297,LongCang-Regular,HANDWRITING,True,train
1298,FrederickatheGreat-Regular,DISPLAY,True,train
1299,LondrinaShadow-Regular,DISPLAY,True,train
1300,RubikOne-Regular,SANS_SERIF,True,train
1301,NotoSansTC[wght],SANS_SERIF,True,train
1302,LoversQuarrel-Regular,HANDWRITING,True,train
1303,Fresca-Regular,SANS_SERIF,True,train
1304,FrancoisOne-Regular,SANS_SERIF,True,train
1305,Rokkitt[wght],SERIF,True,train
1306,FredokaOne-Regular,DISPLAY,True,train
1307,YujiMai-Regular,SERIF,True,train
1308,Gelasio-BoldItalic,SERIF,True,train
1309,Gelasio-SemiBoldItalic,SERIF,True,train
1310,Gelasio-Bold,SERIF,True,train
1311,Gelasio-MediumItalic,SERIF,True,train
1312,Gelasio-Regular,SERIF,True,train
1313,Gelasio-SemiBold,SERIF,True,train
1314,Gelasio-Medium,SERIF,True,train
1315,Gelasio-Italic,SERIF,True,train
1316,Stoke-Light,SERIF,True,train
1317,Stoke-Regular,SERIF,True,train
1318,Lemonada[wght],DISPLAY,True,train
1319,Goldman-Bold,DISPLAY,True,train
1320,Goldman-Regular,DISPLAY,True,train
1321,Hanalei-Regular,DISPLAY,True,train
1322,AverageSans-Regular,SANS_SERIF,True,train
1323,Aladin-Regular,HANDWRITING,True,train
1324,Spinnaker-Regular,SANS_SERIF,True,train
1325,Geo-Regular,SANS_SERIF,True,train
1326,Geo-Oblique,SANS_SERIF,True,train
1327,NerkoOne-Regular,HANDWRITING,True,train
1328,PlayfairDisplaySC-Bold,SERIF,True,train
1329,PlayfairDisplaySC-Regular,SERIF,True,train
1330,PlayfairDisplaySC-Italic,SERIF,True,train
1331,PlayfairDisplaySC-BoldItalic,SERIF,True,train
1332,PlayfairDisplaySC-Black,SERIF,True,train
1333,PlayfairDisplaySC-BlackItalic,SERIF,True,train
1334,MarcellusSC-Regular,SERIF,True,train
1335,Habibi-Regular,SERIF,True,train
1336,Exo2[wght],SANS_SERIF,True,train
1337,Exo2-Italic[wght],SANS_SERIF,True,train
1338,Cantarell-Regular,SANS_SERIF,True,train
1339,Cantarell-Bold,SANS_SERIF,True,train
1340,Cantarell-Italic,SANS_SERIF,True,train
1341,Cantarell-BoldItalic,SANS_SERIF,True,train
1342,ExpletusSans-Italic[wght],DISPLAY,True,train
1343,ExpletusSans[wght],DISPLAY,True,train
1344,RopaSans-Regular,SANS_SERIF,True,train
1345,RopaSans-Italic,SANS_SERIF,True,train
1346,ArefRuqaa-Regular,SERIF,True,train
1347,ArefRuqaa-Bold,SERIF,True,train
1348,RedRose[wght],DISPLAY,True,train
1349,Risque-Regular,DISPLAY,True,train
1350,VampiroOne-Regular,DISPLAY,True,train
1351,SairaExtraCondensed-Black,SANS_SERIF,True,train
1352,SairaExtraCondensed-Regular,SANS_SERIF,True,train
1353,SairaExtraCondensed-Medium,SANS_SERIF,True,train
1354,SairaExtraCondensed-Light,SANS_SERIF,True,train
1355,SairaExtraCondensed-Thin,SANS_SERIF,True,train
1356,SairaExtraCondensed-ExtraLight,SANS_SERIF,True,train
1357,SairaExtraCondensed-SemiBold,SANS_SERIF,True,train
1358,SairaExtraCondensed-ExtraBold,SANS_SERIF,True,train
1359,SairaExtraCondensed-Bold,SANS_SERIF,True,train
1360,Suravaram-Regular,SERIF,True,train
1361,LeckerliOne-Regular,HANDWRITING,True,train
1362,LondrinaSolid-Thin,DISPLAY,True,train
1363,LondrinaSolid-Regular,DISPLAY,True,train
1364,LondrinaSolid-Black,DISPLAY,True,train
1365,LondrinaSolid-Light,DISPLAY,True,train
1366,Monoton-Regular,DISPLAY,True,train
1367,DawningofaNewDay,HANDWRITING,True,train
1368,NovaOval,DISPLAY,True,train
1369,FugazOne-Regular,DISPLAY,True,train
1370,Itim-Regular,HANDWRITING,True,train
1371,Tomorrow-BlackItalic,SANS_SERIF,True,train
1372,Tomorrow-SemiBoldItalic,SANS_SERIF,True,train
1373,Tomorrow-ExtraLight,SANS_SERIF,True,train
1374,Tomorrow-Black,SANS_SERIF,True,train
1375,Tomorrow-Bold,SANS_SERIF,True,train
1376,Tomorrow-Light,SANS_SERIF,True,train
1377,Tomorrow-ThinItalic,SANS_SERIF,True,train
1378,Tomorrow-SemiBold,SANS_SERIF,True,train
1379,Tomorrow-Italic,SANS_SERIF,True,train
1380,Tomorrow-Regular,SANS_SERIF,True,train
1381,Tomorrow-ExtraBold,SANS_SERIF,True,train
1382,Tomorrow-Thin,SANS_SERIF,True,train
1383,Tomorrow-BoldItalic,SANS_SERIF,True,train
1384,Tomorrow-LightItalic,SANS_SERIF,True,train
1385,Tomorrow-ExtraLightItalic,SANS_SERIF,True,train
1386,Tomorrow-ExtraBoldItalic,SANS_SERIF,True,train
1387,Tomorrow-Medium,SANS_SERIF,True,train
1388,Tomorrow-MediumItalic,SANS_SERIF,True,train
1389,Alegreya[wght],SERIF,True,train
1390,Alegreya-Italic[wght],SERIF,True,train
1391,AveriaLibre-Italic,DISPLAY,True,train
1392,AveriaLibre-Bold,DISPLAY,True,train
1393,AveriaLibre-BoldItalic,DISPLAY,True,train
1394,AveriaLibre-Regular,DISPLAY,True,train
1395,AveriaLibre-LightItalic,DISPLAY,True,train
1396,AveriaLibre-Light,DISPLAY,True,train
1397,BirthstoneBounce-Regular,HANDWRITING,True,train
1398,BirthstoneBounce-Medium,HANDWRITING,True,train
1399,Arapey-Regular,SERIF,True,train
1400,Arapey-Italic,SERIF,True,train
1401,Peralta-Regular,DISPLAY,True,train
1402,Raleway[wght],SANS_SERIF,True,train
1403,Raleway-Italic[wght],SANS_SERIF,True,train
1404,KohSantepheap-Light,DISPLAY,True,train
1405,KohSantepheap-Regular,DISPLAY,True,train
1406,KohSantepheap-Black,DISPLAY,True,train
1407,KohSantepheap-Bold,DISPLAY,True,train
1408,KohSantepheap-Thin,DISPLAY,True,train
1409,LibreCaslonDisplay-Regular,SERIF,True,train
1410,Monofett,DISPLAY,True,train
1411,IMFeFCsc28P,SERIF,True,train
1412,Lustria-Regular,SERIF,True,train
1413,LibreFranklin[wght],SANS_SERIF,True,train
1414,LibreFranklin-Italic[wght],SANS_SERIF,True,train
1415,BerkshireSwash-Regular,HANDWRITING,True,train
1416,CherrySwash-Bold,DISPLAY,True,train
1417,CherrySwash-Regular,DISPLAY,True,train
1418,Ledger-Regular,SERIF,True,train
1419,AveriaSerifLibre-Regular,DISPLAY,True,train
1420,AveriaSerifLibre-BoldItalic,DISPLAY,True,train
1421,AveriaSerifLibre-Bold,DISPLAY,True,train
1422,AveriaSerifLibre-Italic,DISPLAY,True,train
1423,AveriaSerifLibre-Light,DISPLAY,True,train
1424,AveriaSerifLibre-LightItalic,DISPLAY,True,train
1425,Alef-Regular,SANS_SERIF,True,train
1426,Alef-Bold,SANS_SERIF,True,train
1427,Alike-Regular,SERIF,True,train
1428,Handlee-Regular,HANDWRITING,True,train
1429,LexendExa[wght],SANS_SERIF,True,train
1430,DuruSans-Regular,SANS_SERIF,True,train
1431,CaveatBrush-Regular,HANDWRITING,True,train
1432,Preahvihear-Regular,SANS_SERIF,True,train
1433,EmilysCandy-Regular,DISPLAY,True,train
1434,Bevan-Regular,DISPLAY,True,train
1435,Bevan-Italic,DISPLAY,True,train
1436,Skranji-Regular,DISPLAY,True,train
1437,Skranji-Bold,DISPLAY,True,train
1438,SourceSans3-Italic[wght],SANS_SERIF,True,train
1439,SourceSans3[wght],SANS_SERIF,True,train
1440,PottaOne-Regular,DISPLAY,True,train
1441,Laila-SemiBold,SANS_SERIF,True,train
1442,Laila-Medium,SANS_SERIF,True,train
1443,Laila-Light,SANS_SERIF,True,train
1444,Laila-Regular,SANS_SERIF,True,train
1445,Laila-Bold,SANS_SERIF,True,train
1446,Molle-Regular,HANDWRITING,True,train
1447,"Cairo[slnt,wght]",SANS_SERIF,True,train
1448,Bhavuka-Regular,DISPLAY,True,train
1449,"SofiaSans[wdth,wght]",SANS_SERIF,True,train
1450,"SofiaSans-Italic[wdth,wght]",SANS_SERIF,True,train
1451,BungeeOutline-Regular,DISPLAY,True,train
1452,KaiseiOpti-Bold,SERIF,True,train
1453,KaiseiOpti-Medium,SERIF,True,train
1454,KaiseiOpti-Regular,SERIF,True,train
1455,IndieFlower-Regular,HANDWRITING,True,train
1456,Montaga-Regular,SERIF,True,train
1457,Pangolin-Regular,HANDWRITING,True,train
1458,CormorantInfant-Regular,SERIF,True,train
1459,CormorantInfant-LightItalic,SERIF,True,train
1460,CormorantInfant-Bold,SERIF,True,train
1461,CormorantInfant-Italic,SERIF,True,train
1462,CormorantInfant-BoldItalic,SERIF,True,train
1463,CormorantInfant-Medium,SERIF,True,train
1464,CormorantInfant-SemiBoldItalic,SERIF,True,train
1465,CormorantInfant-MediumItalic,SERIF,True,train
1466,CormorantInfant-Light,SERIF,True,train
1467,CormorantInfant-SemiBold,SERIF,True,train
1468,OrelegaOne-Regular,DISPLAY,True,train
1469,Chango-Regular,DISPLAY,True,train
1470,Bahiana-Regular,DISPLAY,True,train
1471,JacquesFrancois-Regular,SERIF,True,train
1472,Lalezar-Regular,SANS_SERIF,True,train
1473,Mali-Italic,HANDWRITING,True,train
1474,Mali-Medium,HANDWRITING,True,train
1475,Mali-SemiBoldItalic,HANDWRITING,True,train
1476,Mali-Light,HANDWRITING,True,train
1477,Mali-Regular,HANDWRITING,True,train
1478,Mali-LightItalic,HANDWRITING,True,train
1479,Mali-Bold,HANDWRITING,True,train
1480,Mali-MediumItalic,HANDWRITING,True,train
1481,Mali-ExtraLight,HANDWRITING,True,train
1482,Mali-BoldItalic,HANDWRITING,True,train
1483,Mali-SemiBold,HANDWRITING,True,train
1484,Mali-ExtraLightItalic,HANDWRITING,True,train
1485,Armata-Regular,SANS_SERIF,True,train
1486,Sumana-Bold,SERIF,True,train
1487,Sumana-Regular,SERIF,True,train
1488,Timmana-Regular,SANS_SERIF,True,train
1489,MarkaziText[wght],SERIF,True,train
1490,GenBkBasR,SERIF,True,train
1491,GenBkBasBI,SERIF,True,train
1492,GenBkBasB,SERIF,True,train
1493,GenBkBasI,SERIF,True,train
1494,Tienne-Regular,SERIF,True,train
1495,Tienne-Black,SERIF,True,train
1496,Tienne-Bold,SERIF,True,train
1497,Dorsa-Regular,SANS_SERIF,True,train
1498,Mallanna-Regular,SANS_SERIF,True,train
1499,HiMelody-Regular,HANDWRITING,True,train
1500,MysteryQuest-Regular,DISPLAY,True,train
1501,RumRaisin-Regular,SANS_SERIF,True,train
1502,Iceberg-Regular,DISPLAY,True,train
1503,Besley[wght],SERIF,True,train
1504,Besley-Italic[wght],SERIF,True,train
1505,Actor-Regular,SANS_SERIF,True,train
1506,ZenTokyoZoo-Regular,DISPLAY,True,train
1507,Krub-ExtraLightItalic,SANS_SERIF,True,train
1508,Krub-Bold,SANS_SERIF,True,train
1509,Krub-Italic,SANS_SERIF,True,train
1510,Krub-SemiBold,SANS_SERIF,True,train
1511,Krub-BoldItalic,SANS_SERIF,True,train
1512,Krub-LightItalic,SANS_SERIF,True,train
1513,Krub-Light,SANS_SERIF,True,train
1514,Krub-ExtraLight,SANS_SERIF,True,train
1515,Krub-Regular,SANS_SERIF,True,train
1516,Krub-MediumItalic,SANS_SERIF,True,train
1517,Krub-SemiBoldItalic,SANS_SERIF,True,train
1518,Krub-Medium,SANS_SERIF,True,train
1519,NATS-Regular,SANS_SERIF,True,train
1520,Ranchers-Regular,DISPLAY,True,train
1521,Bitter[wght],SERIF,True,train
1522,Bitter-Italic[wght],SERIF,True,train
1523,Puritan-Regular,SANS_SERIF,True,train
1524,Puritan-BoldItalic,SANS_SERIF,True,train
1525,Puritan-Italic,SANS_SERIF,True,train
1526,Puritan-Bold,SANS_SERIF,True,train
1527,EricaOne-Regular,DISPLAY,True,train
1528,GrandHotel-Regular,HANDWRITING,True,train
1529,Judson-Bold,SERIF,True,train
1530,Judson-Regular,SERIF,True,train
1531,Judson-Italic,SERIF,True,train
1532,Spirax-Regular,DISPLAY,True,train
1533,SairaStencilOne-Regular,DISPLAY,True,train
1534,SansitaOne-Regular,DISPLAY,True,train
1535,Overlock-Black,DISPLAY,True,train
1536,Overlock-BoldItalic,DISPLAY,True,train
1537,Overlock-Italic,DISPLAY,True,train
1538,Overlock-Regular,DISPLAY,True,train
1539,Overlock-BlackItalic,DISPLAY,True,train
1540,Overlock-Bold,DISPLAY,True,train
1541,Kurale-Regular,SERIF,True,train
1542,Rambla-Regular,SANS_SERIF,True,train
1543,Rambla-Italic,SANS_SERIF,True,train
1544,Rambla-Bold,SANS_SERIF,True,train
1545,Rambla-BoldItalic,SANS_SERIF,True,train
1546,UnifrakturCook-Bold,DISPLAY,True,train
1547,Mate-Italic,SERIF,True,train
1548,Mate-Regular,SERIF,True,train
1549,BungeeShade-Regular,DISPLAY,True,train
1550,Parisienne-Regular,HANDWRITING,True,train
1551,AlexBrush-Regular,HANDWRITING,True,train
1552,BalooBhaina2[wght],DISPLAY,True,train
1553,SquadaOne-Regular,DISPLAY,True,train
1554,Rationale-Regular,SANS_SERIF,True,train
1555,"Fraunces[SOFT,WONK,opsz,wght]",SERIF,True,train
1556,"Fraunces-Italic[SOFT,WONK,opsz,wght]",SERIF,True,train
1557,TrainOne-Regular,DISPLAY,True,train
1558,LindenHill-Regular,SERIF,True,train
1559,LindenHill-Italic,SERIF,True,train
1560,NotoSerifSC[wght],SERIF,True,train
1561,MedievalSharp,DISPLAY,True,train
1562,NovaFlat,DISPLAY,True,train
1563,Arvo-Regular,SERIF,True,train
1564,Arvo-Italic,SERIF,True,train
1565,Arvo-BoldItalic,SERIF,True,train
1566,Arvo-Bold,SERIF,True,train
1567,NewRocker-Regular,DISPLAY,True,train
1568,DarumadropOne-Regular,DISPLAY,True,train
1569,YujiHentaiganaAkari-Regular,HANDWRITING,True,train
1570,DenkOne-Regular,SANS_SERIF,True,train
1571,BalooPaaji2[wght],DISPLAY,True,train
1572,GowunBatang-Regular,SERIF,True,train
1573,GowunBatang-Bold,SERIF,True,train
1574,IBMPlexSansCondensed-ExtraLightItalic,SANS_SERIF,True,train
1575,IBMPlexSansCondensed-Regular,SANS_SERIF,True,train
1576,IBMPlexSansCondensed-Thin,SANS_SERIF,True,train
1577,IBMPlexSansCondensed-ExtraLight,SANS_SERIF,True,train
1578,IBMPlexSansCondensed-Medium,SANS_SERIF,True,train
1579,IBMPlexSansCondensed-Bold,SANS_SERIF,True,train
1580,IBMPlexSansCondensed-Light,SANS_SERIF,True,train
1581,IBMPlexSansCondensed-ThinItalic,SANS_SERIF,True,train
1582,IBMPlexSansCondensed-SemiBold,SANS_SERIF,True,train
1583,IBMPlexSansCondensed-Italic,SANS_SERIF,True,train
1584,IBMPlexSansCondensed-BoldItalic,SANS_SERIF,True,train
1585,IBMPlexSansCondensed-SemiBoldItalic,SANS_SERIF,True,train
1586,IBMPlexSansCondensed-MediumItalic,SANS_SERIF,True,train
1587,IBMPlexSansCondensed-LightItalic,SANS_SERIF,True,train
1588,SyneTactile-Regular,DISPLAY,True,train
1589,Nosifer-Regular,DISPLAY,True,train
1590,Mada-Regular,SANS_SERIF,True,train
1591,Mada-Light,SANS_SERIF,True,train
1592,Mada-Medium,SANS_SERIF,True,train
1593,Mada-ExtraLight,SANS_SERIF,True,train
1594,Mada-Bold,SANS_SERIF,True,train
1595,Mada-SemiBold,SANS_SERIF,True,train
1596,Mada-Black,SANS_SERIF,True,train
1597,PinyonScript-Regular,HANDWRITING,True,train
1598,Katibeh-Regular,DISPLAY,True,train
1599,Jaldi-Bold,SANS_SERIF,True,train
1600,Jaldi-Regular,SANS_SERIF,True,train
1601,Allerta-Regular,SANS_SERIF,True,train
1602,PoorStory-Regular,DISPLAY,True,train
1603,MiriamLibre-Bold,SANS_SERIF,True,train
1604,MiriamLibre-Regular,SANS_SERIF,True,train
1605,DrSugiyama-Regular,HANDWRITING,True,train
1606,OleoScript-Bold,DISPLAY,True,train
1607,OleoScript-Regular,DISPLAY,True,train
1608,Iceland-Regular,DISPLAY,True,train
1609,Epilogue-Italic[wght],SANS_SERIF,True,train
1610,Epilogue[wght],SANS_SERIF,True,train
1611,NixieOne-Regular,DISPLAY,True,train
1612,Sahitya-Bold,SERIF,True,train
